CallType,fund,sal,voice2percent,maxfund,minfund,cvfund,meanspect,stdspect,skewspect,kurtosisspect,entropyspect,q1,q2,q3,meantime,stdtime,skewtime,kurtosistime,entropytime,rms,maxamp
Be,506.790204,0.364703,0.000000,735.970622,322.191648,0.382927,3080.186577,1379.790352,0.873569,5.563182,0.832245,2145.761719,3027.908203,3957.738281,175.091908,34.691698,1.406516,5.572096,0.861597,0.004038,0.007331
Be,605.744907,0.358103,0.000000,638.668589,351.455281,0.147535,5231.881381,2026.968941,0.350454,2.380198,0.889344,3767.003906,4839.884766,6675.703125,175.456135,65.783166,-0.182433,2.245419,0.949568,0.025999,0.033967
Be,510.081944,0.328802,0.000000,677.749922,342.413967,0.464863,4923.428055,2070.181971,0.368189,2.281301,0.903938,3337.851562,4529.941406,6532.652344,175.025270,36.711792,0.123360,2.239599,0.906130,0.017742,0.020748
Be,633.784078,0.507830,13.636364,832.781106,357.407754,0.214294,3607.735275,1272.330820,0.627834,5.342156,0.817471,2980.224609,3552.427734,4267.681641,173.833876,64.220320,-0.050441,2.187629,0.940202,0.014780,0.017667
Be,717.419783,0.388580,53.846154,1050.279167,365.166744,0.249193,5846.893490,1579.361264,-0.673337,2.717976,0.807127,4434.574219,6318.076172,7152.539062,175.023408,50.305167,0.268360,2.129459,0.927765,0.048036,0.061849
Be,871.346309,0.402148,88.000000,909.046429,847.856982,0.018907,5824.464921,1673.952876,-0.549595,2.476402,0.807759,4410.732422,6318.076172,7414.798828,168.933266,40.644078,0.285254,3.151973,0.891600,0.036902,0.055916
Be,869.081175,0.433836,43.243243,895.544610,850.616430,0.010476,4616.441277,2189.779119,0.666900,2.623910,0.858900,3361.693359,4315.365234,5602.822266,175.031474,35.856354,0.020394,2.644034,0.895280,0.015876,0.023906
Be,630.507606,0.357223,14.285714,1215.639772,307.415379,0.445109,3124.874909,1109.183737,0.205875,3.659918,0.793142,2026.552734,3266.326172,3981.580078,186.384299,57.073858,-1.239490,4.374150,0.914241,0.009211,0.014770
Be,634.634918,0.357944,0.000000,642.099329,632.385140,0.005038,5232.094771,2026.780774,0.350768,2.379946,0.889300,3767.003906,4839.884766,6675.703125,174.787312,64.683194,-0.139310,2.178155,0.948431,0.027095,0.034170
Be,510.108958,0.328818,0.000000,677.853170,342.364746,0.465050,4923.442709,2070.187069,0.368186,2.281286,0.903938,3337.851562,4529.941406,6532.652344,174.994045,36.676928,0.114539,2.248180,0.905185,0.017736,0.020850
Be,635.894880,0.507731,12.962963,833.658060,357.584222,0.211437,3607.736261,1272.323504,0.627811,5.342013,0.817471,2980.224609,3552.427734,4267.681641,173.850992,64.516708,-0.045901,2.225171,0.941160,0.014780,0.017641
Be,717.448546,0.388579,53.846154,1050.196681,365.177783,0.249196,5846.895099,1579.353141,-0.673342,2.717962,0.807125,4434.574219,6318.076172,7152.539062,175.022565,50.351069,0.270790,2.123770,0.927645,0.048071,0.061791
Be,872.265690,0.401802,91.666667,906.918793,848.055684,0.016558,5824.611522,1673.596627,-0.549278,2.474919,0.807685,4410.732422,6318.076172,7414.798828,175.078715,38.833527,-0.009796,2.206913,0.921831,0.043899,0.054971
Be,465.965561,0.365881,21.428571,474.851206,459.000913,0.010438,4308.122068,1945.794272,0.383325,2.498067,0.904640,2956.382812,4172.314453,5865.082031,174.640787,47.156668,-0.331312,2.606910,0.921922,0.030409,0.056701
Be,617.326732,0.449980,19.642857,1309.328581,418.033207,0.431164,4350.788583,1777.848916,0.078361,2.903189,0.810266,3695.478516,4458.416016,5388.246094,175.011318,46.079557,0.106360,2.572187,0.910575,0.023701,0.032057
Be,472.522148,0.461815,40.540541,675.876817,441.898842,0.115906,2624.283800,1524.759806,1.208573,4.356103,0.752164,1430.507812,1788.134766,3957.738281,175.140165,33.326992,0.044844,2.042991,0.924154,0.014115,0.016363
Be,608.895421,0.449963,21.818182,1309.320747,418.026926,0.418809,4350.759776,1777.876098,0.078312,2.903211,0.810276,3695.478516,4458.416016,5388.246094,174.908724,46.273599,0.109793,2.559845,0.912021,0.023798,0.031972
Be,494.030381,0.461772,45.945946,1263.371569,436.186055,0.285587,2624.263272,1524.764515,1.208549,4.356054,0.752172,1430.507812,1788.134766,3957.738281,175.148570,33.295101,0.045178,2.046685,0.924090,0.014117,0.016395
Be,465.631971,0.365621,50.000000,686.297203,350.057176,0.295712,5007.630654,2608.704473,0.279556,1.865598,0.898922,3004.066406,5555.138672,9059.882812,174.173810,31.675196,-0.226021,2.475872,0.908585,0.012215,0.015793
Be,447.101052,0.344197,0.000000,455.381730,424.411666,0.033860,7204.965250,2622.548189,-1.053590,2.613575,0.823833,5531.296875,8749.939453,9131.408203,175.094158,38.485733,-0.340989,2.362492,0.913975,0.018447,0.025154
Be,848.654479,0.362080,0.000000,932.721269,672.871119,0.148314,5736.225605,2742.587669,-0.177263,1.611615,0.887686,3027.908203,5912.765625,8726.097656,175.572860,29.592513,-0.203858,2.084511,0.928475,0.014633,0.016025
LT,718.473070,0.737483,15.976331,757.964447,361.380747,0.109204,4043.450720,817.387783,-0.293665,7.694300,0.561205,3719.320312,3767.003906,4482.257812,175.211669,44.091314,0.260110,2.350183,0.942010,0.033878,0.039808
LT,686.661413,0.529687,10.679612,743.723285,359.154250,0.122030,3772.116154,1218.929935,0.160403,4.923819,0.767948,3075.591797,3743.162109,4672.992188,175.022525,50.528954,0.051520,2.094841,0.925874,0.016602,0.019098
LT,581.521531,0.545729,30.357143,1227.632587,327.271340,0.357833,3372.411999,1195.047098,0.801803,7.913859,0.698736,2861.015625,3671.636719,3862.371094,175.070357,41.156033,0.100977,2.376099,0.924221,0.019986,0.027695
LT,525.795822,0.470193,16.417910,1121.668556,321.088047,0.345047,2904.058086,1399.347280,0.859911,5.236508,0.767856,1645.083984,2837.173828,3910.054688,174.995886,44.066789,-0.013819,2.238994,0.926893,0.010759,0.014136
LT,455.740800,0.439563,9.615385,694.663931,330.594947,0.235457,3304.251083,1249.365301,0.874296,7.194311,0.771379,2598.755859,3385.535156,4076.947266,175.043476,47.314522,0.047931,2.304666,0.918326,0.013543,0.017647
LT,583.714189,0.509213,12.371134,950.674306,320.942385,0.264484,2920.606217,1334.462629,0.745379,4.297866,0.764271,1692.767578,2837.173828,4029.263672,175.122099,47.927112,-0.054876,2.152094,0.936674,0.015240,0.017851
LT,518.695773,0.499900,14.634146,927.847487,319.413044,0.287444,3240.574571,1356.443237,0.593143,4.952066,0.771084,2098.078125,3409.376953,4172.314453,175.088191,46.141231,-0.027484,2.179412,0.929015,0.013702,0.017345
LT,1208.193600,0.303593,0.000000,1209.562135,1206.825064,0.001602,7306.436413,2148.298909,-1.287377,4.422870,0.853673,6937.962891,8678.414062,9775.136719,174.419454,13.962628,-1.249472,4.679895,0.837420,0.003385,0.004692
LT,575.942526,0.563400,41.428571,1002.725226,317.653891,0.296322,3136.490982,1266.183439,0.298048,3.789855,0.738367,1764.292969,3385.535156,4029.263672,175.195628,49.868915,-0.282822,2.046876,0.930511,0.016563,0.023805
LT,608.600493,0.635191,1.298701,734.318615,347.969699,0.235422,3106.740719,1369.218946,0.387746,3.520865,0.699968,1454.349609,3218.642578,4315.365234,174.931207,43.218475,0.024062,2.109203,0.933436,0.021321,0.025016
LT,658.828959,0.595558,3.333333,720.384425,338.870981,0.163942,3222.355860,1290.807143,0.076661,3.120740,0.688295,2098.078125,3552.427734,4267.681641,175.096630,44.910801,0.090113,2.236388,0.925242,0.026782,0.030748
LT,630.416684,0.513251,11.000000,1191.384545,342.791604,0.289986,3688.110262,1339.336968,0.164600,4.954737,0.771267,3385.535156,4005.421875,4386.890625,175.114884,54.108176,-0.058227,1.924844,0.942361,0.026133,0.027977
LT,544.836751,0.716602,82.959641,1190.889399,383.773022,0.217546,3685.927342,901.135203,-0.795706,5.903737,0.614726,3623.953125,3886.212891,3957.738281,175.001757,58.419961,-0.112181,2.029021,0.933148,0.091891,0.107198
LT,609.461978,0.713766,76.097561,879.326373,345.208800,0.234467,3772.788663,683.799803,-0.134663,9.901608,0.626932,3314.009766,3910.054688,4029.263672,175.019380,54.369507,-0.048171,2.092814,0.931228,0.130409,0.165115
LT,709.473186,0.768315,43.902439,1487.676350,331.203372,0.191928,3332.843054,1222.391583,-0.007971,3.427578,0.663740,2932.541016,3719.320312,3862.371094,175.011092,54.009591,0.071712,1.995911,0.924848,0.064049,0.070517
LT,569.410722,0.715404,43.434343,747.319439,327.218703,0.293465,2661.513993,1302.188934,0.612089,2.599670,0.631537,1478.191406,2241.128906,3695.478516,174.957816,50.847132,-0.091600,2.125854,0.921020,0.030664,0.036763
Be,880.522427,0.524404,28.571429,1236.579001,499.744293,0.297740,4514.498626,3133.730810,0.514698,1.510246,0.772353,2002.710938,2551.072266,8749.939453,174.586405,27.480496,1.068109,4.531003,0.874677,0.005014,0.008463
Be,593.180509,0.546284,10.869565,924.987139,386.366206,0.320411,4451.895705,3039.500077,0.591908,1.651771,0.807423,2050.394531,2503.388672,8296.945312,175.009872,23.562926,0.360482,2.415446,0.896939,0.006324,0.009191
Be,663.012534,0.513910,17.948718,1165.919677,381.020825,0.425774,5433.198032,3406.594552,0.127973,1.216988,0.803977,2241.128906,5483.613281,9536.718750,175.320009,21.678067,-0.249463,3.541146,0.872419,0.005572,0.008752
Be,713.353105,0.843415,4.411765,738.604034,468.077656,0.075769,2886.354439,2274.762293,1.540050,4.121617,0.545762,1454.349609,1478.191406,3647.794922,174.728234,21.457462,-0.123736,2.946433,0.877676,0.007130,0.010170
Be,537.948696,0.634380,21.126761,1240.170286,348.867456,0.413907,5485.381473,3084.049243,-0.132957,1.437740,0.832271,2145.761719,6771.070312,8845.306641,175.010459,25.586318,0.227269,2.765921,0.875498,0.009638,0.013442
Be,755.881215,0.469650,23.076923,1191.917866,368.909271,0.323890,6296.629500,2449.309242,-0.669257,2.397530,0.864838,4911.410156,7224.064453,8678.414062,175.030905,27.390606,0.237067,2.244336,0.902080,0.012345,0.014204
Be,473.040115,0.301279,0.000000,473.040115,473.040115,0.000000,3983.056013,3413.593784,0.677919,1.806994,0.867899,1406.666016,5221.353516,9870.503906,174.998324,12.819484,-0.151292,2.650648,0.882433,0.001582,0.001586
Be,368.678257,0.346837,0.000000,454.850976,339.184135,0.142437,2249.172731,2060.885990,2.358346,7.644359,0.733506,1382.824219,1478.191406,2169.603516,175.100466,12.326611,0.271455,3.039634,0.865951,0.002815,0.003394
Be,512.468713,0.343427,0.000000,512.468713,512.468713,0.000000,4716.264628,2974.033568,0.132670,1.358554,0.862800,1811.976562,4959.093750,7820.109375,175.041021,19.401780,0.562948,3.144562,0.887201,0.003285,0.004186
Be,617.664072,0.446942,44.897959,929.786040,338.523612,0.374554,4890.256769,3027.948645,0.115022,1.355270,0.864877,1811.976562,5173.669922,8177.736328,175.324541,39.212201,-1.050590,4.514787,0.890286,0.005120,0.009024
Be,522.716217,0.509504,72.549020,772.303762,339.358833,0.365916,4019.291621,3092.263887,0.597408,1.734767,0.733079,1525.875000,1883.501953,7009.488281,174.263128,23.112004,-0.693714,3.416285,0.891508,0.002642,0.003516
Be,583.645030,0.486259,35.849057,1489.043984,343.083795,0.447980,3753.350935,3005.697765,0.782999,2.155273,0.856474,1525.875000,2217.287109,6747.228516,175.040030,32.571423,0.512772,3.169250,0.907546,0.004155,0.005804
Be,739.069403,0.312437,0.000000,1169.948971,455.202326,0.494577,2052.322642,2444.005685,1.731327,5.029241,0.814939,476.835938,882.146484,2837.173828,175.055838,42.314275,0.196948,1.900481,0.962862,0.000692,0.000777
Be,507.472306,0.331682,0.000000,507.794749,507.028247,0.000783,2162.551349,2933.626113,1.627828,4.147680,0.755382,357.626953,739.095703,3099.433594,174.893799,11.254920,-0.129994,2.416919,0.880021,0.000656,0.000623
Be,775.819108,0.390750,9.375000,940.140103,440.014964,0.242560,5999.625052,3132.386498,-0.399634,1.684776,0.911579,3480.902344,6961.804688,9179.091797,174.973456,47.415627,0.351890,2.515398,0.933549,0.002666,0.003913
Be,824.884300,0.476151,22.857143,1477.045572,353.449566,0.307563,6264.984333,3067.124818,-0.580980,1.846619,0.851996,3862.371094,7677.058594,9226.775391,174.965950,28.717397,-0.068158,2.809520,0.897583,0.004367,0.006221
Be,461.318064,0.341913,0.000000,489.808540,432.827589,0.087340,2771.006871,2923.359612,1.135971,2.864274,0.847924,524.519531,1621.242188,6365.759766,174.700392,24.669649,0.220752,2.005738,0.936079,0.000721,0.000831
Be,707.857789,0.333527,0.000000,1336.437597,373.009841,0.539325,5296.423178,3282.787256,-0.236187,1.477527,0.899886,1835.818359,6556.494141,8273.103516,165.020869,87.782449,0.641643,1.989135,0.944562,0.001203,0.003069
Be,397.087752,0.441373,12.500000,519.740255,302.580413,0.152727,5060.859074,3289.432980,0.027876,1.320973,0.804548,1549.716797,5936.607422,8201.578125,174.925734,17.971076,0.718382,3.700974,0.867794,0.002423,0.003551
Be,631.417217,0.496064,15.217391,1180.483619,372.397841,0.293011,6084.024398,3113.343405,-0.461464,1.722838,0.847425,2956.382812,7247.906250,9036.041016,174.776094,27.732567,0.920852,3.676367,0.889724,0.004100,0.006488
Be,570.650147,0.350085,0.000000,1174.811827,366.905943,0.407491,7851.088018,2237.556732,-1.918769,6.150961,0.836563,8010.843750,9202.933594,10275.814453,175.185745,12.483459,0.580304,3.465526,0.846796,0.002995,0.003232
Be,736.491802,0.330749,18.181818,1239.889374,322.563485,0.518010,5504.723448,2999.085804,-0.434205,1.646818,0.889077,1978.869141,6937.962891,7843.951172,175.039735,62.951529,1.134864,3.138770,0.923214,0.001752,0.002851
Be,522.165850,0.394772,58.064516,1291.132527,343.474478,0.462319,5735.127017,3097.994853,-0.283814,1.610303,0.884493,2837.173828,6985.646484,9179.091797,175.012624,46.021071,-1.250271,5.237428,0.885223,0.003372,0.006618
Be,687.835469,0.645803,0.000000,838.655225,321.381006,0.242606,5075.460448,3301.075330,0.074492,1.334942,0.771536,1597.400391,6365.759766,8988.357422,156.530442,54.788593,1.754278,5.734903,0.883725,0.003531,0.006733
Be,537.088133,0.358253,0.000000,1278.467061,345.031405,0.491873,1968.677589,2309.435266,1.520414,4.410851,0.751809,429.152344,524.519531,3218.642578,167.324774,78.952185,0.550338,2.721794,0.950768,0.001336,0.003410
Be,768.040885,0.598714,9.859155,959.296913,303.996954,0.322948,5128.234980,3356.551801,0.040864,1.312192,0.851720,1859.660156,6341.917969,8869.148438,175.006222,30.052503,0.469105,2.273413,0.920069,0.002562,0.003747
Be,391.696399,0.306781,0.000000,519.623602,327.287153,0.282844,2802.489743,3179.366950,1.030281,2.469089,0.834915,524.519531,2741.806641,10251.972656,174.981913,21.255886,-0.183885,2.121039,0.929577,0.000739,0.000806
Be,488.707047,0.369861,50.000000,773.840894,327.517875,0.253985,4215.179998,2950.445113,0.320240,1.538386,0.826005,1549.716797,2884.857422,6961.804688,176.240688,41.183903,0.756873,3.162309,0.920306,0.001644,0.002797
Be,715.667599,0.533489,7.462687,1250.523605,300.434070,0.357125,4708.831762,3427.879508,0.163754,1.240715,0.801518,1525.875000,4577.625000,8296.945312,173.761516,31.226816,0.909856,2.890828,0.912336,0.001804,0.003048
Be,565.699788,0.516689,11.235955,903.029796,348.211382,0.350978,5627.247518,2786.343499,-0.456739,1.896588,0.816444,2479.546875,6556.494141,7796.267578,175.583905,43.615789,1.134016,4.510262,0.896651,0.003183,0.005281
Be,649.569085,0.484846,20.000000,1102.314656,308.336438,0.337792,4500.598403,3406.623701,0.396994,1.397624,0.803343,1573.558594,3695.478516,8988.357422,173.722222,38.810493,-1.131421,3.934392,0.899756,0.002360,0.004361
Be,656.180043,0.431949,24.615385,1334.457130,360.674471,0.401527,4848.235075,3080.716828,-0.056367,1.319418,0.858255,1573.558594,5960.449219,7700.900391,174.890689,35.171290,-0.687248,3.238741,0.915387,0.002168,0.003396
Be,602.603175,0.303961,0.000000,602.603175,602.603175,0.000000,4493.657815,3139.119055,0.114299,1.694738,0.918681,1502.033203,5245.195312,8225.419922,174.599999,14.789603,-0.243663,2.517848,0.896361,0.000995,0.001100
Be,703.858723,0.754568,2.666667,878.877353,343.387173,0.258160,6064.762156,2720.439772,-0.707876,2.099808,0.807089,4744.517578,7247.906250,8678.414062,174.993416,29.666821,1.488638,6.154708,0.859462,0.006221,0.010493
Be,688.700698,0.415355,24.528302,1338.715446,365.077941,0.440491,4843.769232,3156.900298,0.020294,1.311621,0.856115,1549.716797,5912.765625,7820.109375,175.027515,39.255522,0.553590,3.772296,0.901170,0.002240,0.004430
Be,624.018600,0.539560,26.315789,1271.672005,345.573566,0.358162,5509.111720,3265.108071,-0.211261,1.386549,0.831985,1597.400391,7224.064453,8654.572266,175.516691,22.042395,0.425918,2.809249,0.889920,0.003188,0.004671
Be,750.312558,0.604011,0.000000,927.990679,300.467808,0.183992,5938.984624,2851.238635,-0.594053,1.815303,0.821506,3480.902344,7343.273438,8535.363281,174.513262,34.619420,0.804971,3.868193,0.889685,0.006571,0.011460
Be,741.545147,0.729333,3.846154,944.691228,437.053399,0.160164,5906.870222,3146.427425,-0.423585,1.528697,0.805286,1645.083984,7247.906250,8726.097656,174.991418,26.157138,0.300216,2.593757,0.894793,0.006960,0.008660
Be,707.981257,0.737541,2.439024,926.163338,342.931679,0.225840,6548.029788,3094.505001,-0.716941,1.869933,0.798090,4625.308594,8320.787109,9369.826172,174.987096,27.872138,0.088477,3.055770,0.875640,0.008456,0.013339
Be,786.205152,0.552330,8.333333,1219.792775,391.375291,0.172435,6235.250660,3068.752955,-0.504451,1.693516,0.856724,3933.896484,7724.742188,9012.199219,175.633512,27.433648,-0.082335,2.685674,0.908386,0.008981,0.013135
Be,612.630543,0.540895,1.315789,1267.093702,303.540304,0.440669,5360.983199,3476.917969,-0.107034,1.213107,0.841193,1621.242188,7915.476562,9179.091797,174.489499,29.615014,0.675123,3.152653,0.898572,0.003621,0.005664
Be,546.298338,0.606023,11.940299,1058.837267,303.495268,0.401948,6102.979363,3488.094339,-0.494975,1.373396,0.757604,1668.925781,8678.414062,9202.933594,175.337723,24.373101,0.347634,2.849451,0.893502,0.004420,0.005813
Be,641.211897,0.704984,10.924370,1149.393739,301.741786,0.296525,7366.257074,3020.790928,-1.008756,2.249334,0.765784,8416.154297,9274.458984,10037.396484,174.752178,33.909550,0.388249,2.400986,0.921310,0.012828,0.016290
Be,714.013782,0.639114,8.536585,804.516147,357.408567,0.185829,7814.728518,2723.787424,-1.407266,3.380592,0.732290,8392.312500,9274.458984,9632.085938,175.058893,29.619099,-0.585840,3.743549,0.874857,0.013205,0.019826
Be,692.810908,0.686480,5.384615,878.057839,371.916664,0.256299,7968.690215,2508.866445,-1.643924,4.287944,0.786030,8368.470703,9298.300781,9751.294922,175.024663,35.518767,0.523228,2.310252,0.913342,0.017275,0.025442
Be,710.733398,0.614016,19.402985,835.817229,333.326461,0.230342,7722.435537,2268.405417,-1.602581,4.461119,0.813268,7915.476562,8869.148438,9632.085938,175.060696,23.068272,-0.048213,2.768450,0.858268,0.018310,0.023879
Be,678.337447,0.449638,41.176471,1148.425496,305.780712,0.350439,7571.996316,2804.870357,-1.180417,2.885385,0.797252,7247.906250,9298.300781,9822.820312,174.663217,21.872728,0.272271,2.728596,0.878534,0.014771,0.021155
Be,779.822654,0.546072,4.878049,947.825254,399.560744,0.251611,6658.142029,3392.724823,-0.595849,1.592702,0.828828,4315.365234,9274.458984,9798.978516,174.770275,25.623118,1.209564,5.016956,0.856295,0.006078,0.011186
Be,830.227404,0.427828,0.000000,1074.862128,455.904008,0.235758,6191.615643,3182.818120,-0.401140,1.502052,0.870859,3743.162109,8654.572266,9632.085938,175.031932,19.912428,0.424857,3.275519,0.859115,0.007095,0.010572
Be,693.045127,0.559700,14.583333,827.177510,427.715023,0.217463,6752.322892,3183.283245,-0.645674,1.712555,0.830596,4720.675781,9202.933594,9798.978516,175.032876,22.247266,0.600179,3.328170,0.861524,0.009236,0.014925
