CallType,fund,sal,voice2percent,maxfund,minfund,cvfund,meanspect,stdspect,skewspect,kurtosisspect,entropyspect,q1,q2,q3,meantime,stdtime,skewtime,kurtosistime,entropytime,rms,maxamp
DC,557.539946,0.893160,0.000000,580.081058,508.436666,0.025086,4141.282322,953.694973,-0.235375,8.545607,0.713882,3767.003906,4410.732422,4577.625000,175.089080,60.842878,0.011908,2.030991,0.943791,0.042783,0.051453
DC,545.075399,0.887979,0.483092,1112.604038,483.420157,0.080006,3575.733770,1041.677257,-0.335270,6.261943,0.659916,3218.642578,3814.687500,4363.048828,175.183144,50.277746,-0.120719,2.213248,0.938775,0.031014,0.038176
DC,542.204997,0.903831,0.473934,564.096449,490.912168,0.026066,3736.147652,992.215258,-0.219598,7.602102,0.674907,3290.167969,3790.845703,4339.207031,175.136727,54.123866,-0.253686,2.184716,0.950217,0.041247,0.048877
DC,555.594221,0.910381,0.420168,1008.193980,312.816992,0.150039,3548.594696,1178.331008,-0.341710,3.672974,0.735409,2837.173828,3862.371094,4053.105469,175.214584,59.461245,0.136501,2.024634,0.953120,0.033071,0.039073
DC,587.347026,0.892105,1.694915,1151.059734,512.752329,0.068475,4288.505661,1161.972719,0.065194,5.730723,0.739960,3862.371094,4219.998047,5197.511719,175.287902,62.104803,-0.014232,1.986829,0.955433,0.060169,0.067734
DC,587.863914,0.898681,0.000000,617.464097,499.621100,0.047423,4404.060821,982.698905,-0.301078,7.536826,0.669916,4076.947266,4792.201172,4911.410156,175.280137,72.660036,0.161042,2.076071,0.963168,0.089404,0.102619
DC,570.466942,0.904076,0.362319,599.514938,506.513638,0.039786,4118.039916,1019.652736,0.130688,8.053828,0.704902,3600.111328,4148.472656,4744.517578,175.185566,73.425485,0.247162,1.942904,0.962831,0.075858,0.098813
DC,577.805967,0.883757,0.442478,598.915725,517.845300,0.027554,4169.694581,1158.898533,0.791300,9.047076,0.687865,3814.687500,4172.314453,4720.675781,175.294943,59.770850,0.179766,2.004057,0.959721,0.074286,0.087772
DC,570.801663,0.886949,0.000000,592.435576,497.770973,0.035134,4118.895228,1192.220132,0.670416,8.470609,0.695336,3671.636719,4124.630859,4696.833984,175.013637,66.711406,0.132817,1.954424,0.965257,0.071425,0.083668
DC,570.461567,0.827657,0.000000,602.686506,445.854727,0.069422,3565.852856,976.966954,1.157002,11.204638,0.622055,2980.224609,3576.269531,4196.156250,175.227189,35.195308,-0.118473,2.363705,0.928817,0.098246,0.121619
DC,541.790817,0.834612,0.704225,610.108158,450.109160,0.071497,3435.626522,800.062011,-0.028113,8.801164,0.668590,2837.173828,3433.218750,3957.738281,175.120927,38.463927,-0.245684,1.967892,0.943475,0.056479,0.066709
DC,599.661820,0.826439,0.000000,638.660716,465.794540,0.071484,3772.291131,966.519148,1.408264,12.997515,0.669937,3099.433594,3790.845703,4386.890625,175.369943,42.481007,-0.040825,2.137324,0.939308,0.146828,0.160970
DC,561.787089,0.801141,2.255639,590.732646,451.822592,0.063983,3637.352433,848.332329,-0.685704,6.459344,0.682808,3314.009766,3528.585938,4124.630859,174.825243,37.402600,-0.140700,2.024017,0.947518,0.048620,0.051045
DC,594.182763,0.832185,1.169591,919.051375,458.103398,0.086317,3914.747953,927.672595,0.432001,9.715146,0.598841,3123.275391,4243.839844,4339.207031,175.059961,44.678464,-0.157651,2.147739,0.939510,0.127458,0.144114
DC,606.071993,0.840326,1.863354,646.363978,464.473884,0.079674,3992.870527,803.385669,-0.671371,9.322532,0.664411,3600.111328,4291.523438,4458.416016,174.974568,42.321459,-0.138006,2.042297,0.950111,0.176593,0.188057
DC,592.156874,0.803294,0.000000,1288.038206,447.588323,0.201240,3630.259186,864.079346,0.361907,8.582927,0.616315,2956.382812,3528.585938,4124.630859,175.325080,36.759955,-0.037820,2.165447,0.931490,0.072096,0.094721
DC,604.223985,0.829411,2.234637,650.365944,440.712119,0.080620,3835.468757,936.509961,1.633771,14.314709,0.652379,3218.642578,3886.212891,4339.207031,175.052700,45.839024,-0.200440,2.150202,0.944271,0.116536,0.144134
DC,582.699467,0.793707,1.398601,612.740112,460.379279,0.062610,4086.600434,804.945114,-0.630754,5.745177,0.672680,3576.269531,4219.998047,4816.042969,175.246450,39.571426,-0.110471,2.069887,0.941016,0.104670,0.108832
DC,603.901053,0.839176,0.000000,641.126598,469.497447,0.077076,3690.532692,841.493483,0.586489,11.988232,0.661586,3194.800781,3814.687500,4291.523438,175.215305,48.336808,-0.063461,2.024601,0.947400,0.170511,0.205426
DC,601.483941,0.824047,0.000000,637.297951,461.600695,0.071177,3780.833721,849.760186,-0.220913,8.739712,0.700809,3314.009766,3814.687500,4363.048828,175.169428,48.094945,-0.087540,1.954111,0.954838,0.151680,0.174475
DC,607.747760,0.844148,2.116402,1142.978733,467.371101,0.097009,3835.369300,883.222781,-0.509152,7.371846,0.697927,3457.060547,3838.529297,4363.048828,175.124260,54.388975,-0.040267,1.852367,0.952298,0.145248,0.151136
DC,593.752012,0.830021,3.977273,629.383896,412.717794,0.074245,3902.644783,891.624538,0.922662,13.083036,0.657133,3361.693359,4219.998047,4363.048828,175.059336,47.403560,-0.115899,2.093674,0.944071,0.167187,0.187962
DC,605.129058,0.827313,3.428571,1474.422481,409.357134,0.189138,3938.580651,759.112622,-0.214521,12.724697,0.635615,3552.427734,4243.839844,4339.207031,175.111745,46.763364,-0.074802,1.965826,0.941507,0.169159,0.182732
DC,601.096803,0.845052,0.584795,1082.413654,442.605192,0.116851,3530.168158,823.000938,1.135297,11.455048,0.627647,3075.591797,3147.117188,4291.523438,175.117783,46.858705,-0.052425,1.860128,0.945346,0.157553,0.177388
DC,593.759767,0.817658,2.631579,683.720110,396.209480,0.069814,3862.020991,797.078855,0.011265,10.524841,0.656202,3480.902344,4029.263672,4339.207031,175.224442,43.213743,-0.136492,2.061380,0.945074,0.151536,0.169107
DC,604.581270,0.830337,0.598802,1222.871120,443.831758,0.130544,4087.969873,772.347577,0.292379,9.352776,0.663615,3600.111328,4243.839844,4529.941406,175.142511,45.848942,-0.057395,2.029247,0.939356,0.144935,0.160198
DC,604.646108,0.794329,2.484472,638.413083,465.776434,0.070765,3703.043488,946.142083,1.414366,13.099956,0.677587,3147.117188,3767.003906,4315.365234,175.178430,45.290381,-0.077719,2.012052,0.944261,0.129777,0.139453
DC,595.420501,0.817823,0.000000,623.885247,451.780945,0.055939,4207.975466,817.498845,-0.670539,3.789417,0.597074,3528.585938,4339.207031,4935.251953,175.127298,37.803559,-0.263242,2.509623,0.924851,0.183620,0.244111
DC,617.083369,0.820835,0.000000,1015.134216,476.474223,0.078921,4054.778548,988.672748,-0.016468,7.036441,0.690323,3337.851562,4315.365234,4935.251953,175.166151,51.329189,-0.037201,1.849333,0.948455,0.163192,0.168121
DC,605.824220,0.838300,1.754386,637.487160,428.308432,0.069636,3750.060425,906.529621,1.279829,13.687925,0.641184,3170.958984,3790.845703,4410.732422,175.244026,45.630202,-0.021569,2.129384,0.941358,0.176087,0.227701
DC,602.326618,0.854806,0.561798,639.027044,477.846236,0.069966,3630.211254,963.312571,1.559485,13.192811,0.695985,3075.591797,3409.376953,4339.207031,175.172416,50.544688,-0.133737,1.833977,0.947275,0.154734,0.171600
DC,604.477080,0.846081,1.226994,1154.135003,461.912333,0.098800,4004.655223,750.715967,-0.415997,11.031972,0.589057,3671.636719,4315.365234,4386.890625,175.204494,43.433158,-0.108208,2.099950,0.943391,0.178182,0.202035
DC,608.010901,0.848741,0.609756,1455.395807,477.403782,0.143921,3765.678504,1066.176988,1.676280,12.810177,0.677369,3099.433594,3790.845703,4363.048828,175.173555,43.728541,-0.061263,1.998317,0.949299,0.143463,0.147368
DC,611.598522,0.811121,3.205128,936.914029,425.392284,0.096670,3839.056578,1047.135810,1.630079,12.750229,0.678509,3099.433594,3719.320312,4339.207031,175.318265,44.356919,-0.079611,2.000130,0.946416,0.133474,0.136636
DC,610.997329,0.839807,1.219512,648.005570,428.738564,0.077985,3587.735611,913.752314,1.070194,10.940669,0.687928,3099.433594,3266.326172,4315.365234,175.236922,46.037956,0.050339,1.891876,0.948221,0.142398,0.156940
DC,607.571416,0.827870,0.621118,638.628428,466.990654,0.069693,3892.254968,954.692973,0.746398,11.204257,0.653243,3194.800781,4243.839844,4434.574219,175.248884,44.309690,-0.068735,1.994001,0.947635,0.152264,0.157556
DC,605.047546,0.830840,0.000000,1162.791417,452.033882,0.092203,4016.809916,717.041598,-0.497608,15.200185,0.601017,3695.478516,4315.365234,4363.048828,175.164378,43.724076,-0.182738,2.118237,0.939978,0.170300,0.191616
DC,743.712751,0.633238,18.750000,833.941665,397.920382,0.188912,3029.869082,1191.346652,0.546460,5.757133,0.761157,2384.179688,3290.167969,3719.320312,174.614813,27.361685,-0.135479,2.117333,0.927375,0.045179,0.050362
DC,692.828072,0.675506,1.923077,833.797284,362.357390,0.269377,2852.069155,1014.285776,1.798353,11.859977,0.700548,2431.863281,2574.914062,3266.326172,174.316370,29.535935,-0.033085,2.027853,0.934212,0.060610,0.060928
DC,590.098585,0.690165,4.672897,799.372902,366.010230,0.325174,2920.826822,1069.161276,0.506356,5.392452,0.694276,2360.337891,3099.433594,3218.642578,174.722150,30.062923,0.118133,2.012054,0.929150,0.050762,0.055348
DC,728.663282,0.677188,0.000000,809.604663,386.444807,0.176280,2972.202850,1066.006299,0.317895,5.493245,0.724670,2384.179688,3170.958984,3647.794922,174.946048,29.120864,-0.122813,2.111568,0.939956,0.056017,0.061458
DC,707.977550,0.751059,11.111111,825.455646,358.098764,0.208012,2779.797868,1197.802917,0.906760,6.266948,0.690989,1597.400391,3075.591797,3409.376953,174.822062,27.137559,0.019807,2.075559,0.927197,0.055002,0.060688
DC,761.099296,0.781883,2.654867,811.527146,375.764681,0.069117,3037.323901,1151.112198,1.005193,5.581086,0.702126,2288.812500,2408.021484,3933.896484,174.665814,28.939033,-0.046224,2.004120,0.931676,0.054245,0.054900
DC,672.284173,0.790601,18.421053,822.720181,381.508324,0.289428,3089.832370,838.441530,0.778061,11.862436,0.582888,2694.123047,3218.642578,3266.326172,174.924338,28.828815,0.105159,1.963924,0.935662,0.073677,0.077744
DC,787.407115,0.754022,6.837607,816.979239,665.586823,0.037274,2866.483295,1092.607590,1.166666,7.915069,0.688772,2312.654297,3051.750000,3218.642578,174.578355,29.572999,-0.095015,1.971562,0.937517,0.060531,0.062706
DC,746.675105,0.776296,3.846154,826.881644,397.029407,0.169903,2901.780291,1113.223294,0.474069,5.122656,0.687951,2288.812500,3051.750000,3957.738281,174.670654,28.812677,0.034017,2.012531,0.931885,0.055519,0.056658
DC,703.629042,0.725048,14.851485,833.435619,379.877440,0.248248,3027.206956,928.854363,1.319598,10.587540,0.616963,2479.546875,3194.800781,3218.642578,174.464305,29.113311,0.092949,1.945121,0.933288,0.070779,0.076108
Be,651.171582,0.507001,25.806452,856.126147,408.405728,0.308380,5537.862716,2077.584793,-0.140142,2.238888,0.861573,4339.207031,5578.980469,7414.798828,174.815451,41.917318,-0.198722,2.636424,0.903173,0.010976,0.017342
Be,707.893624,0.532960,21.052632,1459.563338,344.557357,0.306129,6307.702296,1831.719250,-0.548037,2.965529,0.874424,5292.878906,6556.494141,7963.160156,175.013083,49.378828,-0.407952,2.588763,0.918727,0.022681,0.030176
Be,824.150793,0.610582,13.380282,1355.157749,300.620311,0.242398,6533.601018,1754.880671,-0.571556,2.932238,0.813151,5364.404297,6699.544922,8106.210938,174.984850,47.544034,0.031833,2.374230,0.901439,0.022358,0.027954
Be,844.980146,0.627227,44.848485,1363.253167,341.806271,0.236038,5950.639997,1401.344888,-0.199780,3.997064,0.796863,5340.562500,5483.613281,6914.121094,175.003740,53.974317,-0.192318,2.102448,0.922068,0.030973,0.041734
Be,725.846097,0.544926,9.708738,894.989930,369.661029,0.222255,5920.595950,1790.748173,-0.324600,2.695566,0.862661,4792.201172,6031.974609,7629.375000,175.004428,45.742594,0.007276,2.288430,0.897052,0.020285,0.027321
Be,753.497108,0.632888,38.818565,1354.944682,383.467849,0.247210,5858.632361,1250.963064,-0.370957,4.628891,0.794603,5340.562500,5602.822266,6604.177734,177.525835,78.588696,-0.517212,2.066605,0.956942,0.041409,0.063111
Be,770.486443,0.507983,25.510204,1079.734918,318.166723,0.228522,6212.183752,1206.257981,-0.386038,4.379654,0.775214,5531.296875,6532.652344,6771.070312,174.994190,46.996436,-0.258439,1.959366,0.923402,0.065813,0.087787
Be,721.677659,0.468616,43.661972,962.425185,380.785593,0.250653,6268.940875,1365.948286,-0.225573,3.382571,0.831394,5340.562500,6580.335938,7176.380859,175.003100,42.809218,-0.075767,2.054250,0.914916,0.065445,0.082088
Be,806.132971,0.418358,25.000000,1364.596881,428.769991,0.338116,5823.684775,1652.898188,-0.352071,3.046712,0.836298,5173.669922,6031.974609,7271.748047,175.131746,26.598211,-0.463398,3.765966,0.849799,0.018324,0.031606
Be,698.416073,0.435100,42.307692,1205.561746,384.238697,0.422657,6407.695811,2367.752240,-0.354889,2.146281,0.876890,4792.201172,7128.697266,8940.673828,174.881440,24.294993,0.226578,2.762190,0.876952,0.014996,0.020060
Be,731.784503,0.429285,3.030303,1212.683273,339.175501,0.295566,6419.781906,2707.283694,-0.337973,1.600675,0.887443,4506.099609,8487.679688,9632.085938,175.054966,42.926928,-0.899137,3.747996,0.892135,0.017822,0.028978
Be,915.919332,0.444066,4.255319,1283.786602,379.040780,0.262255,6672.664567,2040.222291,-0.467277,2.458769,0.885213,5125.986328,7176.380859,8845.306641,174.953562,49.564682,-0.029708,2.192079,0.901002,0.029219,0.038862
Be,757.580476,0.518131,10.476190,1210.103765,389.674607,0.232538,5128.222036,1792.440586,0.250604,3.106816,0.856926,4267.681641,4959.093750,6198.867188,175.008412,50.102232,-0.209226,2.369280,0.912952,0.018202,0.023727
Be,765.437071,0.496363,9.333333,877.721224,389.925077,0.182771,6325.333376,1590.801261,-0.574164,3.654497,0.851980,5483.613281,6651.861328,7390.957031,175.029348,45.966627,-0.207017,1.899419,0.931664,0.037058,0.048096
Be,655.995932,0.526618,40.397351,1389.346372,367.547182,0.309084,6267.986516,1187.981798,-0.536252,4.240706,0.792321,5555.138672,6580.335938,6937.962891,175.022772,58.551524,-0.339029,2.102468,0.937420,0.085447,0.117644
Be,711.565984,0.542176,52.713178,959.583875,398.323599,0.206340,6010.703674,1315.710708,-0.040240,3.719347,0.791622,5030.619141,5769.714844,6818.753906,175.016215,44.582747,-0.258504,2.084158,0.896391,0.068871,0.097340
Be,779.405156,0.438486,28.571429,1468.196581,304.653330,0.212549,5538.834789,1433.624565,-0.272131,3.248114,0.826089,4744.517578,5650.505859,6675.703125,175.068073,35.766469,-0.296857,2.072193,0.896981,0.034461,0.051279
Be,948.777563,0.399340,45.454545,1452.154087,501.511101,0.303650,5942.435164,1917.229204,-0.314972,2.421328,0.857514,4792.201172,6604.177734,7748.583984,173.578566,31.598940,1.378393,7.140586,0.835164,0.020968,0.038529
Be,756.389671,0.472109,26.829268,1208.168928,428.492786,0.273812,6056.333268,1911.654499,-0.312028,2.532585,0.857966,4792.201172,6651.861328,8177.736328,175.018337,28.503361,-1.270144,8.253064,0.826577,0.020087,0.039529
Be,588.246049,0.407194,18.181818,1235.016976,479.301715,0.404355,6334.828638,2090.504610,-0.548992,2.235839,0.876093,4816.042969,7033.330078,8249.261719,174.855450,33.898584,0.370820,5.142865,0.855405,0.028096,0.056771
Be,594.980342,0.373243,9.090909,714.389467,381.989962,0.269562,6692.715357,2184.302852,-0.688020,2.389001,0.896319,5674.347656,7629.375000,8869.148438,175.019797,51.409009,-0.489741,1.958062,0.913607,0.038163,0.057673
Be,799.091385,0.493403,15.116279,1297.212800,301.790149,0.263247,5636.831818,2376.079912,-0.022937,1.910147,0.896192,4219.998047,6699.544922,9560.560547,175.517606,46.268786,-0.719837,3.259812,0.901244,0.020937,0.036050
Be,843.342487,0.491660,43.243243,1215.302879,377.553108,0.306093,3747.918710,1955.227811,0.932279,2.824782,0.787675,2384.179688,2646.439453,5745.873047,174.817497,24.711958,-0.391166,3.058811,0.878160,0.009885,0.013848
Be,734.875979,0.485735,19.801980,878.525807,365.810033,0.204118,6166.080864,1852.266900,-0.402661,3.146109,0.852353,5125.986328,6723.386719,7629.375000,175.024118,53.539969,-0.474391,2.557044,0.908009,0.026629,0.044035
Be,670.216568,0.467135,53.521127,1483.569062,303.149751,0.372130,6448.207541,1294.128197,-0.836700,5.080845,0.804233,5769.714844,6747.228516,7224.064453,174.990252,51.392905,-0.258457,2.137557,0.925996,0.050981,0.063503
Be,619.260422,0.533507,8.490566,1045.567945,302.682662,0.357342,6263.314410,1348.983048,-0.491981,4.598968,0.812508,5674.347656,6556.494141,7009.488281,174.996858,45.499081,-0.135178,2.162912,0.906170,0.047190,0.063609
Be,881.659488,0.511480,67.010309,1470.606967,364.455289,0.326889,6193.441143,1291.260080,-0.629415,4.673933,0.789500,5555.138672,6580.335938,7104.855469,174.979662,54.736388,-0.270750,2.191965,0.913562,0.043055,0.055638
Be,747.551807,0.427717,31.578947,1466.029613,343.827125,0.335238,6084.433187,1225.533727,-0.510964,4.805498,0.802925,5364.404297,6318.076172,6842.595703,175.000741,57.255855,-0.239430,2.026573,0.931037,0.049705,0.059930
Be,713.993368,0.504545,30.612245,1212.675079,308.733587,0.228769,6101.761700,1247.194236,-0.452081,4.119821,0.806414,5316.720703,6318.076172,6866.437500,174.997778,44.706282,-0.091277,2.146244,0.905910,0.056321,0.072645
Be,619.776140,0.477463,39.436620,1186.875927,307.682627,0.307076,5954.511750,1136.660935,-0.241519,4.522210,0.781530,5149.828125,5936.607422,6651.861328,175.002111,59.611449,-0.205976,1.956213,0.937761,0.061401,0.072197
Be,573.068610,0.450166,27.941176,851.631306,312.911689,0.295354,6179.162031,1231.990966,-0.260534,4.441092,0.807741,5459.771484,6341.917969,6771.070312,175.013254,60.715017,-0.278398,1.950038,0.942909,0.071574,0.092517
Be,686.415892,0.504495,46.000000,1211.232296,396.099514,0.268326,6123.353686,1191.347106,-0.384539,4.098179,0.809753,5555.138672,5960.449219,6890.279297,175.012858,44.657584,-0.220820,2.079615,0.925027,0.085607,0.101766
Be,621.629920,0.520556,49.285714,901.299839,399.991615,0.294906,5938.025678,1166.842577,0.086573,4.467127,0.802692,5340.562500,5817.398438,6580.335938,174.993025,54.880405,-0.214221,1.957539,0.925217,0.093018,0.114472
Be,678.057150,0.486428,57.954545,1491.205022,305.670531,0.312875,5854.671403,1336.937607,-0.049847,3.016647,0.827097,4887.568359,5817.398438,6890.279297,175.011657,47.532880,-0.085955,1.972005,0.920852,0.082911,0.100358
Be,543.391993,0.396832,20.000000,733.763274,465.059761,0.147397,6886.472623,2218.399396,-0.696720,2.384366,0.883007,6175.025391,7820.109375,9179.091797,175.087583,40.582919,-0.409758,2.347475,0.898411,0.038709,0.056374
Be,747.318333,0.381067,33.333333,1321.304917,520.123887,0.369989,6209.822745,2436.718258,-0.317700,1.794861,0.898668,4148.472656,7343.273438,9107.566406,174.974025,26.255680,0.049414,3.419522,0.859767,0.025664,0.042166
Be,645.778645,0.441439,50.000000,1296.935514,393.095202,0.379539,6836.098298,2165.660931,-0.865723,2.647909,0.858352,6461.126953,7605.533203,8845.306641,175.265322,31.261316,-0.474220,7.678159,0.811857,0.029433,0.069411
Be,859.397497,0.369826,23.076923,1353.170765,453.694217,0.443175,6269.096419,2399.155665,-0.391918,2.076001,0.886736,4816.042969,6914.121094,8892.990234,174.997072,27.801453,-2.147187,12.518843,0.796461,0.014944,0.031482
Be,629.479926,0.411757,18.750000,969.689610,300.139582,0.326306,5025.722905,2122.928499,0.176297,2.084945,0.876218,3528.585938,6031.974609,7677.058594,175.007757,38.628816,-0.088742,3.723245,0.864128,0.018116,0.036492
Be,498.042675,0.417666,20.689655,829.876449,395.142872,0.271948,4264.477168,1854.965080,0.838473,3.342622,0.855479,2884.857422,4506.099609,6723.386719,174.750729,40.629234,0.067338,4.352502,0.865742,0.016436,0.029782
Be,696.681121,0.453287,17.187500,1126.366149,387.197392,0.296641,3920.122181,1929.519172,0.843813,2.752261,0.859808,2431.863281,3361.693359,5459.771484,175.158886,49.738266,0.036684,2.714280,0.908672,0.013762,0.023135
Be,620.772274,0.391044,0.000000,1185.427697,413.920063,0.421321,4510.418606,2163.579937,0.510120,2.349712,0.895455,2622.597656,4243.839844,6556.494141,175.200378,35.714471,0.271020,2.364831,0.904073,0.011523,0.014975
Be,553.981521,0.443990,23.076923,960.619126,353.297337,0.266345,6329.746963,1516.581091,-0.782861,3.789850,0.822655,5888.923828,6699.544922,7534.007812,174.971782,40.591420,-0.277595,2.338151,0.905595,0.046204,0.063113
Be,699.974154,0.460975,20.634921,1248.361991,304.919040,0.288766,6505.943399,1282.547761,-0.905392,5.361589,0.802753,6055.816406,6699.544922,7438.640625,175.012415,48.732131,-0.372252,2.245735,0.920144,0.052685,0.070274
Be,747.960074,0.480934,26.315789,1449.877569,361.383065,0.255603,6334.644984,1359.119799,-0.423217,4.846924,0.818529,5698.189453,6604.177734,7200.222656,174.877731,54.430387,-0.129803,2.099064,0.910372,0.042744,0.054572
Be,695.069522,0.494268,23.529412,900.091352,374.250503,0.242170,5745.867136,1380.853479,-0.777181,4.175884,0.808032,4863.726562,6031.974609,6723.386719,175.045067,43.681769,0.089615,2.232192,0.913138,0.035066,0.046551
Be,781.677940,0.498147,30.337079,1471.646813,368.627603,0.276680,5905.899305,1127.080967,-0.982488,6.058161,0.747736,5602.822266,6031.974609,6699.544922,174.946024,49.883108,-0.451767,2.339907,0.919728,0.045952,0.063539
Be,772.202731,0.568300,27.433628,1285.054120,341.844508,0.226179,5989.322669,1124.602305,-0.583615,5.044350,0.772277,5555.138672,6055.816406,6723.386719,175.016986,42.855743,-0.123288,2.181614,0.905658,0.058355,0.076957
Be,816.822622,0.436333,9.677419,1279.802238,777.258646,0.127735,6054.618618,1183.459532,-0.593749,5.402834,0.801913,5507.455078,6294.234375,6723.386719,175.005051,48.487319,-0.191446,2.124529,0.908259,0.044926,0.059995
Be,733.504183,0.526482,62.096774,1212.247050,304.268218,0.313910,6097.998072,1055.851692,-0.460776,4.856153,0.780778,5674.347656,6103.500000,6866.437500,175.017813,52.950433,-0.409350,2.307313,0.930269,0.106306,0.141046
Be,789.713366,0.508985,78.703704,1025.678766,410.589500,0.166934,6121.279329,1121.097867,-0.339604,4.435465,0.792369,5555.138672,5984.291016,6794.912109,175.006768,47.427981,-0.079381,2.039997,0.911903,0.097750,0.119420
Be,701.860257,0.515684,46.739130,1015.353922,346.127069,0.266300,5761.563438,1301.320160,-0.322426,3.263186,0.755637,4816.042969,6031.974609,6747.228516,174.985414,40.082260,0.030244,2.263336,0.903617,0.071265,0.104748
Be,608.790651,0.432822,33.333333,964.532714,384.032597,0.321929,5902.077412,1774.892303,-0.124861,2.592222,0.855662,4768.359375,6270.392578,7414.798828,175.077821,33.276961,0.215903,2.551336,0.882148,0.033142,0.053793
Be,607.726107,0.426877,17.142857,1007.630549,334.158699,0.279348,5815.718287,1677.300614,-0.357285,2.737001,0.840523,4816.042969,6556.494141,7271.748047,174.942944,41.528927,-0.338510,2.631862,0.877186,0.035640,0.066657
Be,789.502556,0.451193,27.777778,1491.591535,411.928567,0.350301,6091.858838,1817.618097,-0.265088,2.543351,0.870335,4839.884766,6246.550781,7724.742188,174.988514,41.228425,-0.436564,2.698577,0.864239,0.039646,0.075809
Be,777.307822,0.456070,24.242424,1447.164702,425.797557,0.352659,6181.016118,1855.286191,-0.476278,2.439380,0.864937,4839.884766,6628.019531,7796.267578,175.005584,24.595961,-0.166611,3.074921,0.852250,0.036674,0.062147
Be,525.046906,0.381556,63.636364,726.851846,460.782221,0.190200,6289.586266,1634.353224,-1.155637,3.679790,0.764359,6079.658203,6914.121094,7319.431641,174.945483,32.177738,-0.192762,7.057013,0.811847,0.026291,0.072657
Be,789.204538,0.437012,2.222222,1211.938408,323.689137,0.235358,4810.984506,2187.428084,0.332943,2.253060,0.865221,2694.123047,4959.093750,6699.544922,174.991830,44.896080,-0.377595,2.263406,0.910480,0.016909,0.025494
Be,523.152399,0.407196,32.000000,856.307108,300.249336,0.390714,4417.312037,1899.520661,0.427262,2.518845,0.880323,2884.857422,4625.308594,6127.341797,175.563044,35.008435,-0.282746,3.612613,0.886053,0.013459,0.018630
Be,691.066988,0.480921,19.402985,1439.708063,340.549260,0.294945,6578.846019,1805.382532,-0.744745,2.983978,0.867804,6055.816406,7271.748047,8535.363281,174.873176,41.310678,-0.399524,2.542467,0.908012,0.041541,0.057775
Be,754.730728,0.466201,19.277108,1276.822865,312.489095,0.194050,6688.283979,1340.526176,-0.895686,4.840972,0.810206,6532.652344,6914.121094,7510.166016,174.987162,51.995360,-0.333247,2.113577,0.924743,0.060799,0.086587
Be,659.019782,0.549960,38.461538,998.312168,344.594343,0.295129,6500.459816,1454.047165,-0.398034,2.608493,0.829819,5197.511719,6723.386719,7796.267578,174.996281,47.706496,-0.024523,1.936843,0.928746,0.093548,0.100162
Be,702.037809,0.502450,66.279070,1020.703016,392.892325,0.261545,6099.053046,1584.308571,0.092882,2.383080,0.830800,4959.093750,5769.714844,7629.375000,174.993995,40.247985,0.065137,2.069373,0.906594,0.069063,0.080323
Be,800.742754,0.510719,60.465116,1200.931522,397.780986,0.187604,5700.783570,1380.271253,0.146796,3.022433,0.824480,4839.884766,5602.822266,6794.912109,175.015236,42.357345,-0.143294,2.243725,0.882835,0.061801,0.083314
Be,576.792764,0.446476,36.363636,970.951594,301.109506,0.308048,5574.314224,1685.343270,-0.060242,2.561959,0.858396,4410.732422,5912.765625,7033.330078,174.877437,35.315850,0.329420,4.180642,0.868368,0.026037,0.047321
Be,512.450360,0.465140,22.058824,976.526804,303.607411,0.328465,6350.411518,1792.984443,-0.667715,2.929840,0.836736,5149.828125,6842.595703,7820.109375,174.681385,38.471684,-0.227759,3.700490,0.871794,0.034349,0.062276
Be,807.134648,0.522579,0.000000,906.565567,392.913828,0.209647,5728.460761,2477.938224,-0.477595,1.849993,0.859468,3051.750000,6723.386719,7724.742188,175.693222,9.468921,-0.472055,3.752276,0.816778,0.008645,0.010132
Be,597.336566,0.471428,32.653061,998.394092,374.576621,0.358677,6152.998338,1988.397138,-0.323407,2.193963,0.855253,4553.783203,6794.912109,7915.476562,175.266634,27.180569,-0.091595,2.462817,0.918759,0.041567,0.051127
Be,669.773179,0.422230,24.137931,1006.284095,427.075138,0.285187,6765.197454,1966.669820,-0.707609,2.688596,0.854495,6031.974609,7653.216797,8845.306641,174.965769,48.034621,-0.561248,2.438925,0.914833,0.047717,0.081437
Be,694.941814,0.426880,9.523810,900.116112,301.211695,0.296883,5523.569735,2057.800898,-0.036000,2.348831,0.876514,4148.472656,6151.183594,7343.273438,175.707375,37.413060,-1.125281,7.453818,0.841848,0.015913,0.027480
Be,579.941580,0.435980,20.000000,1230.032999,319.380026,0.438051,5095.859544,1961.794393,0.107657,2.316086,0.855128,3552.427734,5435.929688,6699.544922,174.987781,33.918690,0.641010,3.253839,0.883221,0.019640,0.027700
Be,549.568451,0.397647,4.166667,1127.255233,439.529155,0.284227,5654.821012,2095.229315,-0.296707,2.249228,0.884283,3981.580078,6484.968750,7009.488281,175.183395,48.870156,0.162567,1.848402,0.936357,0.026771,0.035763
Be,648.002562,0.422732,17.241379,938.629365,364.839262,0.240834,6090.799429,1648.214811,-0.794421,3.528747,0.822181,5650.505859,6580.335938,7033.330078,174.891403,34.304634,-0.240992,2.255030,0.907465,0.030250,0.038171
Be,727.232369,0.395579,6.250000,831.306101,375.735871,0.173292,6649.205349,1494.833748,-1.097703,4.977620,0.824743,6556.494141,7104.855469,7557.849609,174.986761,49.206888,-0.151644,2.035428,0.926270,0.041472,0.049035
